Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/PlanDefinition-IMMZDTUmbrella.json	1916	5	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-AdministerVaccine.json	6365	10	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	68	18388	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-IMMZD1ClientHistoryMeasles.json	6700	11	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	64	516	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-QIMMZCRegisterClient.json	8120	15	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	68	279	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-QIMMZD4CheckContraindicationsMeasles.json	2442	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	31	236	0	0	0	0	3	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.C.QuestionnaireResponse.1.json	2488	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	48	34	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.1.json	1101	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	32	26	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.2.json	1584	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	36	20	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.3.json	2326	6	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	48	22	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.1.json	679	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	13	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.2.json	686	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	12	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	686	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1708	5	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	93	13	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	7	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	53	35	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	7469	12	0	0	0	0	0	81	0	62	0	0	0	0	0	0	0	0	0	0	99	1031	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-IMMZD1ClientHistoryMeasles.json	7757	13	0	0	0	0	0	81	0	100	0	0	0	0	0	0	0	0	0	0	108	488	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindicationsMeasles.json	2388	5	0	0	0	0	0	41	0	17	0	0	0	0	0	0	0	0	0	0	37	205	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-IMMZDUpdateVaccinationRecord.json	8334	13	0	0	0	0	0	61	0	39	0	0	0	0	0	0	0	0	0	0	112	323	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SGImmunization.json	1845	6	0	0	0	0	0	360	0	156	0	0	1	0	0	0	0	1	0	0	249	1007	0	0	1	0	10	0	1
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1527	5	0	0	0	0	0	53	0	25	0	0	0	0	0	0	0	0	0	0	46	122	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1738	5	1	0	0	0	0	137	0	72	0	0	0	0	0	0	0	0	0	0	137	713	0	0	0	1	5	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2114	6	0	0	0	0	0	201	0	173	0	0	0	0	0	0	0	1	0	0	261	561	0	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1617	5	0	0	0	0	0	196	0	131	0	0	0	0	0	0	0	1	0	0	245	1130	0	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1643	5	0	0	0	0	0	31	1	19	0	0	0	0	0	0	0	0	0	0	51	245	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-ARVDrugs-values.json	748	4	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	10	356	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-AllVaccineTypes.json	1475	4	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	14	232	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Birthweight-values.json	863	4	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	11	374	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-HIVstatus-values.json	1029	4	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	11	415	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.C.DE5.json	751	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	406	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE10.json	747	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	233	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE1VS.json	699	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	306	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE5VS.json	1221	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	296	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1044	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	308	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.Z.DE9.json	1672	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	356	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Immunocompromised-values.json	723	3	1	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	10	291	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-LiveAttenuatedVaccines.json	1591	6	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	18	283	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Negativetestresult-values.json	617	3	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	8	382	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-PositiveTestResult-values.json	623	4	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	10	279	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	529	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	199	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	1221	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	239	0	0	0	0	4	0	0
fsh-generated/resources/ValueSet-country.json	1632	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	1226	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-immunization-status.json	2022	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	15	152	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pregnancystatus-values.json	1646	5	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	12	266	0	0	0	0	1	0	0
input/maps/IMMZCLMToPatient.fml	1875	12	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	37	21	0	0	0	0	7	0	0
input/maps/IMMZCQRToLM.fml	2613	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	38	19	0	0	0	0	1	0	0
input/maps/IMMZCQRToPatient.fml	1219	8	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	91	42	0	0	0	0	2	0	0
input/maps/IMMZD1LMToResources.fml	5457	30	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0	0	184	42	0	0	0	0	4	0	0
input/maps/IMMZD1QRToLM.fml	2484	14	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	39	19	0	0	0	0	4	0	0
input/maps/IMMZD1QRToResources.fml	948	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	18	13	0	0	0	0	1	0	0
input/maps/IMMZD4LMToResources.fml	1003	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	30	14	0	0	0	0	2	0	0
input/maps/IMMZD4QRToLM.fml	697	5	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	1	0	0
input/maps/IMMZD4QRToResources.fml	966	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	1	0	0
input/resources/device/Device-cqf-tooling.json	496	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0
input/resources/library/Library-FHIRCommon.json	846519	59	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	2121	128	0	0	0	0	92	0	0
input/resources/library/Library-FHIRHelpers.json	1692100	106	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	4163	249	0	0	0	0	150	0	0
input/resources/library/Library-IMMZCommon.json	542318	59	0	0	0	0	0	0	1	112	0	0	0	0	0	0	0	0	0	0	1357	174	0	0	0	0	55	0	1
input/resources/library/Library-IMMZCommonIzDataElements.json	53781	10	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	122	17	0	0	0	0	6	0	0
input/resources/library/Library-IMMZConcepts.json	62988	14	1	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	155	20	0	0	0	0	5	0	0
input/resources/library/Library-IMMZConfig.json	77171	20	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	180	24	0	0	0	0	6	0	0
input/resources/library/Library-IMMZD2DTMeasles.json	313868	38	0	0	1	0	0	0	1	52	0	0	0	0	0	0	0	0	0	0	694	60	0	0	0	0	33	0	0
input/resources/library/Library-IMMZDT08.json	460547	47	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	997	81	0	0	0	0	49	0	0
input/resources/library/Library-IMMZINDMeasles.json	80921	15	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	223	22	0	0	0	0	9	0	0
input/resources/library/Library-IMMZIndicatorCommon.json	480032	42	0	0	0	0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	1312	82	0	0	0	0	45	0	0
input/resources/library/Library-IMMZVaccineLibrary.json	27748	10	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	100	14	0	0	0	0	2	0	0
input/resources/library/Library-WHOCommon.json	298133	23	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	707	50	0	0	0	0	32	0	0
input/resources/library/Library-WHOConcepts.json	19321	8	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	55	11	0	0	0	0	7	0	0
